32041 31852
10878 10844 63
3036 3061 32
3036 1273 129
3036 3315 130
237 21357 80
16924 27653 14
16924 22384 15
16924 21578 108
16924 11875 142
19663 13120 140
24955 14026 84
22297 11368 84
14455 14421 63
19747 14698 142
23075 23100 32
23075 19696 59
23328 11769 1
23328 22350 70
23328 762 116
23328 3959 124
875 10078 132
23062 3693 124
23002 28462 15
23002 783 50
12107 5564 140
19536 7977 1
23810 29978 38
23810 29468 44
26704 15145 1
22677 458 50
12060 441 115
6355 31594 17
6355 21842 126
1731 18477 114
7736 8631 29
7736 31946 119
25433 31543 41
25433 24455 70
25433 21905 123
23311 14491 100
11495 497 31
11495 17663 38
11495 17605 41
11495 16149 108
31051 8832 50
31051 18030 93
31051 10649 120
13795 2236 1
13795 27136 4
13795 2797 31
25081 30596 25
25081 14083 31
25081 2515 116
31619 9400 50
31619 11217 120
31619 25076 140
7275 7527 27
7275 25867 34
7159 8054 29
7159 3659 90
6659 5681 70
6659 3131 123
10048 20777 14
10048 9070 70
11987 12882 29
11987 29998 57
11987 5444 140
29656 29622 63
29656 29935 130
1327 12056 14
23512 29680 38
16652 22310 44
16652 15674 70
16652 13124 123
16426 16678 27
17179 13679 90
17179 21833 108
17179 15416 129
24958 25737 78
24958 13339 115
13434 2436 31
11764 11790 33
11764 11452 52
20481 20494 53
20481 1112 124
26479 4993 67
14629 14655 33
14629 11129 90
2921 13650 14
2921 29398 60
2921 7575 108
2231 15572 4
5723 30962 17
5723 14926 132
22839 19339 90
22839 9818 93
22839 273 116
12913 1294 115
20081 25739 44
9476 25946 89
9476 18679 132
16041 4422 115
16041 10992 142
12575 25916 4
20729 14186 140
16354 28983 72
16354 17133 78
9532 22161 72
11026 16486 15
11026 31681 48
11026 31674 92
5355 31128 40
5355 21825 89
28982 28995 53
28982 23933 142
17132 5513 115
13965 12987 70
17418 30759 4
17191 21845 108
13787 2228 1
13787 18441 108
13666 26295 72
17940 6942 31
15403 21571 38
15403 11422 47
12117 17577 15
27151 22102 142
27151 30819 144
6289 11804 25
6289 5311 70
19300 19579 130
8345 19074 14
8345 13805 15
22942 18961 47
22942 723 50
19240 29969 14
19240 19266 33
9406 20135 14
27103 4226 88
29166 24117 142
24981 3145 2
24981 14052 84
24981 13362 115
13165 12853 52
13165 13131 63
13165 13944 78
13165 28652 126
13451 19619 38
13451 12473 70
12887 13661 97
12887 28374 126
12887 6344 140
2270 7730 15
13973 27314 4
13973 19488 25
28857 15836 93
8150 18879 14
8150 12804 108
1155 14496 4
6750 6776 33
23858 12860 31
23858 20330 123
13767 10566 26
13767 14019 27
13767 18421 108
17761 14233 123
8928 7165 129
8928 12596 144
6129 12297 38
23220 29330 41
23220 654 116
8232 8198 63
12003 384 115
17954 30583 72
26914 15355 1
26914 4695 50
26914 13893 93
27564 24185 59
27564 28338 97
2085 2051 63
16405 16657 27
16405 12905 90
25122 3636 67
25122 24144 70
28378 28066 52
4039 20785 114
21147 12327 100
14059 13747 52
14059 3130 84
14059 29717 121
11509 24850 4
17858 18110 27
13551 13577 33
13551 30297 114
3784 30261 60
12982 30993 57
12982 17636 108
14384 3386 31
14384 19038 108
5601 30840 17
20986 7965 93
28849 7363 67
28849 20029 100
9279 25749 89
8909 8935 33
8909 5409 90
19490 28693 132
1099 27576 60
15419 11438 47
10486 26144 121
29052 29065 53
29052 9683 124
11239 29831 34
11239 12013 97
11239 4696 140
27590 5371 50
27590 6104 67
29653 7434 50
29653 8167 67
29653 16632 93
25468 3632 2
25468 14470 31
3613 16954 4
1076 26315 17
1076 13705 72
1076 511 101
3118 13847 14
3118 21129 57
6507 2979 123
5895 32003 62
4247 30020 40
4980 31088 62
4980 20467 126
7097 7349 27
19923 30652 14
21417 21669 27
28901 25373 123
30964 8745 50
30964 3039 61
30964 9478 67
30964 24421 140
9997 15457 15
9997 10249 27
9997 10276 130
9997 19200 132
11088 7709 59
11088 11862 97
6809 23279 89
6809 31019 119
15875 25078 132
6236 31475 17
6236 24828 34
9239 27831 34
30814 1281 117
9315 29970 48
17780 31121 4
10399 11294 29
6770 23240 89
6770 7544 97
22375 9354 93
17725 13744 47
690 25929 17
690 942 27
690 21810 80
690 4358 144
5909 31148 17
7891 20520 72
7891 4363 123
29654 1729 61
29654 16633 93
21828 21794 63
22423 10864 1
22423 17374 142
7493 8267 97
7493 11161 144
9015 29670 48
31630 31318 52
3298 7952 108
3298 27508 119
3238 4133 29
3238 29715 60
15614 14636 70
15614 6794 100
15614 12086 123
15328 30986 121
16136 22304 38
16136 4517 115
20016 647 124
30849 9013 2
8819 22160 4
8819 21448 72
19030 13981 142
4179 29418 17
4179 22771 34
4179 29952 40
8453 29101 92
24425 19376 142
7958 7984 33
7927 26519 34
7012 12527 25
27520 31188 144
15477 15165 52
15477 16256 78
19678 309 124
24970 24658 52
24970 14041 84
24970 13351 115
17513 17539 33
17789 17802 53
17789 14261 123
17789 12740 142
16530 4971 1
16530 4911 115
16530 11481 142
11582 8082 90
1305 26544 17
2570 3465 29
2570 15199 72
12143 18253 41
12143 30154 57
18092 28821 14
450 1345 29
450 476 33
450 21570 80
450 5104 108
11050 10738 52
11050 29061 57
11050 15704 108
11050 14718 144
103 129 33
103 16573 89
30885 30911 33
30885 9399 67
4745 10205 15
4745 25400 48
4745 21215 89
14612 14300 52
14612 14578 63
14612 30270 121
14612 30099 126
19013 31642 72
19013 5992 93
15254 11726 123
15028 31774 114
14968 25697 14
31748 11177 8
30660 19662 31
30660 9174 67
10932 9954 70
10633 29225 34
18787 23441 108
30879 31658 78
30879 10477 120
29620 7784 2
14412 31158 114
24221 25000 78
24221 12602 115
15261 14283 70
15261 6441 100
19535 7916 115
23415 1579 2
8634 21975 4
8634 5106 123
30866 30554 52
17832 18084 27
17832 18611 78
17832 27035 132
1320 2099 78
10451 6923 123
25804 22276 123
1840 15181 4
1840 7498 44
1840 22488 92
18146 6587 1
232 10961 14
232 5890 44
232 26709 60
232 12861 72
18665 5644 93
20554 20833 130
6777 7551 97
16797 13297 90
14247 9198 142
12726 13621 29
1075 510 101
15979 10930 142
8598 14113 25
19483 19509 33
30730 31009 130
31055 30743 52
31055 19436 115
18021 14521 90
19423 14374 142
27514 27202 52
27514 27793 130
27514 31182 144
13381 13347 63
30037 10668 124
20398 29601 132
2160 6814 108
1502 27275 40
1813 7328 25
1813 22933 80
1813 1248 101
3977 29216 17
8018 12672 108
8018 24764 114
8018 23505 126
30250 8031 50
30250 2325 61
30250 10881 124
30203 29891 52
8751 14211 15
8751 5550 26
12637 9137 90
27147 6576 8
27147 16218 84
27147 30815 144
1934 2213 130
1596 27369 40
1874 12603 14
1874 6528 108
18378 24488 41
18378 13329 142
6562 30772 119
11111 113 31
11111 17279 38
11111 31759 92
24106 30216 41
24106 27774 144
24059 23747 52
24872 25151 130
24872 19823 142
11072 9309 129
23927 4558 124
13450 9469 47
19308 17545 129
19308 19587 130
12886 13138 27
12886 7837 142
31209 19590 115
2269 7729 15
2269 1957 52
2269 2235 63
2269 2548 130
13972 12994 70
17852 17878 33
28685 25157 123
9629 27640 57
9629 9595 63
11807 17267 15
17099 17125 33
31069 31095 33
23923 23889 63
23923 27591 144
11880 882 31
4499 15228 14
4499 29738 17
12290 18400 41
12290 671 115
7021 13189 38
2456 3351 29
2456 2144 52
2456 26666 119
20153 19841 52
27669 14648 93
18031 18805 97
15487 16266 78
10218 16386 38
30531 7654 88
20245 19267 70
13408 13374 63
30516 9945 8
30516 18897 115
24419 13421 31
24419 5050 124
23428 1592 2
25185 4614 8
25185 24873 52
1529 6989 15
1529 22184 48
1529 28006 60
1529 22177 92
11385 4842 140
5037 10552 25
5037 30810 40
5037 10695 44
19357 30086 14
10792 29384 34
10792 16902 41
10792 15446 108
14672 14951 130
10297 9985 52
19221 8223 31
19221 14172 142
4969 21439 89
9971 28563 34
9971 9659 52
2221 15562 4
8522 8488 63
15418 21076 44
9646 15106 15
9646 6445 26
9646 9671 32
9646 10420 97
9924 23265 4
10737 19940 132
10737 5688 142
25616 22088 123
12937 1378 1
12937 1318 115
27447 16449 31
27447 22398 142
3103 7757 108
28316 16757 1
28316 27338 70
26418 3852 116
27257 6686 8
27257 5038 50
13000 6457 140
27485 27498 53
27485 5999 67
26975 27227 27
26975 27001 33
26975 4756 50
26975 27749 97
17336 21990 108
17336 12287 142
8296 28951 48
19624 255 124
1710 1736 33
10841 16301 15
10841 26499 121
11874 22603 14
3683 21694 57
3683 4462 78
3683 24803 80
4244 14973 14
21410 14867 140
11261 12035 97
11261 4718 140
14264 31010 114
27871 27559 52
27871 31539 144
6422 6674 27
6422 6447 32
6422 7196 97
6422 22080 121
19896 8277 115
3623 29731 62
3623 24743 80
29020 29033 53
23902 2066 2
23902 24681 78
15201 12000 26
15201 30859 121
15201 13438 129
15201 15480 130
10581 21310 14
22315 10696 115
22315 2946 124
30334 30347 53
30334 8848 67
9121 10016 29
9121 13775 108
9121 4072 142
14980 21090 41
14980 14946 63
14980 19634 108
11665 16319 108
16938 21592 108
15424 11896 123
15154 11654 90
15154 30641 126
15154 15433 130
15962 28591 72
15962 20616 108
15962 12434 123
19842 473 124
31934 4009 61
15467 4538 84
15222 11694 123
26570 15011 1
15357 15323 63
15297 28638 4
15297 16076 78
4402 15131 14
4402 30175 40
4402 20872 89
30989 30011 70
5658 10312 108
5658 14861 132
8721 3672 142
25165 25178 53
25165 12144 93
5195 30434 17
13349 19459 41
13349 18003 108
26793 26759 63
26793 4227 116
26793 7424 124
26793 30461 144
14568 9519 142
10003 6802 26
10003 4954 142
13762 10383 59
13762 18416 108
18311 6752 1
2708 8876 38
2708 8366 44
24350 30518 38
24124 20624 90
30208 30234 33
24064 12505 1
20598 8979 115
11077 11972 29
11077 7698 59
11077 9314 129
11077 4534 140
16306 12778 123
15239 21349 41
10031 16199 38
10031 9053 70
10674 21403 14
10674 31322 92
10674 19877 132
9805 10057 27
9805 26551 114
28371 16812 1
10558 15212 108
10558 14226 144
25437 13878 1
25437 24459 70
25437 12416 93
25266 2389 88
25266 13647 115
7397 12051 108
27176 27189 53
27176 27142 63
27176 27455 130
2832 28071 17
2832 20843 57
1963 1988 32
1963 200 129
28414 28102 52
28414 28380 63
1903 2155 27
23057 26725 144
2216 28324 62
11140 2320 100
26140 22612 123
4413 23005 34
11883 25224 4
11883 17993 41
17958 17971 53
19596 8667 84
9447 9413 63
9447 18650 132
4608 21354 114
19592 8663 84
19592 14543 142
8889 8577 52
8889 26900 57
26874 26887 53
26874 3997 88
26874 15255 115
26874 6472 120
9642 9667 32
29511 29524 53
3814 4593 78
26586 26599 53
26586 15657 84
24464 24430 63
24464 28132 144
12648 1029 115
12648 28135 126
12648 12927 130
12648 7599 142
8273 28928 48
17197 8377 100
17197 21851 108
18385 13336 142
7682 24428 114
23314 28972 44
23314 1095 50
23314 18265 142
7935 20564 72
5408 30647 17
5408 11576 38
5408 1880 123
25992 12971 93
14207 3278 84
8772 25242 89
8713 8679 63
25217 14288 84
9521 14175 108
25493 31603 41
25493 26272 78
24234 25013 78
28641 28654 53
28582 23533 142
23351 29461 41
23351 23364 53
30633 9147 67
31385 3460 61
31385 12016 124
21294 19531 129
24297 24323 33
24297 25071 97
13656 10128 123
10724 29316 34
17695 23805 41
1538 6998 15
1538 28015 60
1538 22186 92
3431 14160 14
3431 4326 29
3431 19901 89
25663 3827 2
25663 14044 115
14031 27372 4
29924 18365 1
29924 8088 2
3655 8309 108
2448 17935 126
20771 9212 1
20771 26881 41
29237 1312 61
29237 7751 67
29237 16216 93
29237 24188 142
15389 15668 130
3539 3791 27
23880 1003 88
23880 1314 116
19230 15702 123
7414 13582 38
7414 28069 48
7414 28062 92
7414 12068 108
26970 26983 53
27359 27385 33
27359 27325 63
3020 18507 126
3020 1257 129
10490 11269 78
30474 30487 53
6130 31369 17
6130 11788 44
6130 26785 48
25890 14961 84
21705 16656 142
25883 3317 116
25883 19340 140
9889 1069 100
29445 7609 2
29445 29458 53
22122 9101 93
20816 20829 53
20816 1447 124
2212 15553 4
12376 13271 29
20030 16651 59
28049 7478 8
28049 5830 50
28049 6563 67
28049 8680 124
12055 18165 41
27187 5701 67
26849 5363 67
26849 21800 142
3785 4680 29
3785 8439 108
8059 12713 108
11939 22668 14
10953 6972 47
10953 15607 108
11978 12752 97
9955 27966 57
21889 8868 93
21889 18361 123
162 936 97
29752 7533 50
29752 8266 67
10182 6981 26
10182 28193 57
15814 4885 84
7632 7320 52
6111 7006 29
6111 27231 80
6111 5546 101
10145 10397 27
10145 10919 97
2791 2817 33
2791 29268 60
2791 19261 89
30682 30370 52
30682 1149 117
30682 27154 123
7839 7805 63
7839 12493 108
1183 19775 34
1183 1962 78
10314 21043 14
24173 30283 41
13707 19817 41
13707 13395 52
13707 29194 126
2666 2691 32
2666 903 129
6646 5668 70
6646 30856 119
28653 24672 47
28653 27675 70
7142 5379 129
7142 7421 130
26865 15246 115
28907 17978 84
16466 21120 108
16466 25669 132
21432 27542 41
10235 15750 25
15604 28233 72
14981 31727 114
11765 5222 140
11765 6716 142
2833 21425 34
19999 6978 93
10303 28314 57
8782 22123 4
8782 14297 25
8782 8217 101
28574 6738 2
4235 30343 62
20891 9272 115
14668 14634 63
14668 19322 108
14668 30326 121
11965 12217 27
11965 11991 33
12618 13513 29
5885 22631 114
5885 4122 129
27760 4883 88
16128 12600 123
24219 30329 41
12677 29423 114
12677 7628 142
9061 9956 29
9061 25807 114
23653 14833 100
2592 2280 52
29273 24224 142
22851 3482 124
23176 22864 52
23176 23955 78
23942 4573 124
286 538 27
286 31432 58
597 1492 29
3794 4689 29
3794 22386 34
3794 30271 60
2425 17912 126
28007 6171 2
28007 16388 115
28007 8638 124
1496 20088 34
18000 17688 52
18000 14500 90
6184 16913 14
30795 19236 1
12069 18179 41
23641 12082 1
23641 29156 25
23641 22663 70
751 27228 60
751 21399 92
14808 30466 121
12009 22738 14
12009 390 115
18991 7432 1
18991 29720 14
18991 23645 108
5957 19298 4
5957 10611 108
7359 23829 89
7359 31569 119
27810 22761 142
21903 8882 93
176 455 130
11200 10888 52
11200 11979 78
11200 4657 140
29766 9195 8
29766 233 117
17342 21996 108
17342 26545 132
23803 1237 116
11953 12205 27
6624 7519 29
27865 5646 50
27865 27553 52
20023 23691 144
28278 6792 67
25315 4913 120
11748 22477 14
11748 11436 52
11748 5205 140
28914 17985 84
28914 17295 115
22759 193 116
21768 10149 115
21768 15225 140
9725 23066 4
9725 10504 78
10826 10852 33
10826 28837 57
15880 26609 14
15880 25083 132
15370 30857 126
15370 13607 129
8734 17937 132
22341 18841 90
2984 27194 119
14687 10706 47
8864 3815 142
29708 1783 61
20212 9283 84
22750 11752 31
22750 28860 41
22750 22763 53
28905 17286 115
28905 8503 120
28905 25377 123
28905 23856 142
10935 10370 101
27525 27804 130
30528 995 117
1973 1408 101
17242 5683 1
5239 26359 80
11613 12387 97
29936 9365 8
12704 13599 29
16579 25782 132
7746 31956 119
2312 2278 63
2312 11515 132
5954 11612 44
5954 4976 70
5954 2426 123
4045 30522 60
4045 30153 62
13901 2972 84
6520 6546 33
6520 2992 123
23394 12465 84
23394 23673 130
7553 26145 34
21873 18345 123
16018 20672 108
10749 16917 38
9943 30598 48
24356 30524 38
7967 7655 52
7967 8746 78
15396 11868 123
26822 26848 33
23859 2023 2
23859 1293 116
15356 21466 41
15356 16130 97
7546 4018 123
17089 27818 14
17089 17102 53
10356 15816 15
10356 10322 63
16080 16359 130
8907 9681 97
14716 11188 123
29226 8655 8
29226 1301 61
22579 13 116
30095 18536 1
30095 17074 93
30095 9693 120
25107 14109 31
25107 2888 50
25107 13488 115
24635 2416 50
1724 1690 63
9772 10667 29
9772 28364 34
2626 13355 14
2626 3521 29
2626 2314 52
2626 28734 62
2626 6294 144
16233 26962 14
16233 31891 121
16233 31720 126
20074 30803 14
20074 25589 25
24252 19203 142
3617 22209 34
3617 9785 38
3617 29725 62
3617 2639 70
3617 89 123
12815 18925 41
12815 30826 57
5434 4456 70
6074 6099 32
24013 13015 31
24013 1794 50
24013 1136 88
4443 30920 60
18050 18076 33
18050 24160 41
18050 22704 108
18050 13001 142
18050 21718 144
26541 7172 124
21891 10272 115
21891 18363 123
10075 6547 123
10075 5026 142
29631 18072 1
29631 29657 33
459 485 33
459 147 52
22321 22573 27
22321 102 50
22321 22334 53
22321 10702 115
2473 11676 132
5476 6255 78
5476 26596 80
5889 5914 32
5889 2510 59
5889 4126 129
2926 29034 62
2275 20867 34
2275 11478 132
3028 28267 17
3028 21620 34
3028 1265 129
24363 29878 25
24363 13365 31
24363 20382 47
24363 12744 115
24885 4483 120
8709 8675 63
17174 17453 130
662 6122 15
662 19254 34
662 350 52
662 18673 57
662 1436 97
23799 23824 32
23799 17256 140
24547 3976 8
24547 30657 41
24547 1981 116
24052 30162 41
12492 17146 108
12492 7443 142
3480 4259 78
3480 8134 108
24830 2264 116
12432 23161 14
12432 13327 29
1485 2380 29
1485 25695 119
25638 22110 123
25143 25169 33
6015 10669 108
23690 1471 50
23690 24469 78
23690 813 88
23690 20162 123
7417 3889 123
13987 2428 1
13987 13009 70
13987 13422 101
13987 2368 115
25163 3327 2
25163 25942 78
25163 2597 116
31090 9604 67
31090 18069 93
8929 25399 89
8929 7166 129
8929 9208 130
8929 12597 144
29634 23091 140
21951 22203 27
15315 30973 121
28922 28948 33
28922 997 61
7473 7439 63
7473 8247 97
5805 5831 33
5805 31578 40
7070 23816 114
5422 11590 38
5422 11080 44
6155 31928 40
6155 5843 52
14620 14586 63
14620 14899 130
16022 16801 78
16022 31509 126
29132 22589 140
803 491 52
23035 469 116
23035 3666 124
12093 30104 57
145 171 33
145 424 130
10001 10026 32
456 19048 34
456 26933 60
456 26564 62
10007 13675 144
9947 27958 57
25941 3375 116
22169 333 2
5656 5908 27
22822 28282 15
22822 22848 33
22822 11893 84
22764 928 2
15676 9133 140
29283 7064 50
16454 13253 26
12928 17582 108
16707 21361 108
16056 22166 41
13980 24709 14
13980 10452 123
17433 17121 52
13681 14576 29
21835 21801 63
12132 22861 14
23631 29146 25
23631 29799 38
26516 5945 8
26516 5030 67
21069 21035 63
15512 26241 14
15512 12012 90
15512 31170 121
5678 31786 62
23375 23388 53
31260 19641 115
30891 30904 53
30891 19962 84
21253 26713 15
21253 21279 33
21253 20941 52
21253 14710 140
28993 7157 2
28993 8591 120
12248 629 115
29945 8109 2
29945 9374 8
29945 7726 50
29945 412 117
17463 22923 15
17463 12414 142
29364 25383 47
29364 29377 53
29364 8962 120
6997 11651 108
6997 3469 123
26776 4557 50
26776 13755 93
20129 26239 41
22657 22670 53
22657 22623 63
6191 24783 34
6191 31964 40
6191 26846 48
6191 10845 108
13531 18185 108
3697 29470 40
2828 2854 33
28575 28541 63
28575 23526 142
2490 3385 29
2490 23610 80
2490 727 129
19272 25382 41
18289 22943 108
23651 12032 115
23651 1085 116
29509 29522 53
29509 27746 129
23087 23861 97
23087 521 116
12470 17124 108
833 1728 29
833 19425 34
833 26606 40
833 18844 57
833 5487 108
4030 8684 108
14495 19149 108
842 530 52
1225 1191 63
28521 7950 8
23313 10292 93
23313 747 116
23027 808 50
23027 461 116
23027 3658 124
19561 19574 53
19561 192 124
26729 13708 93
26729 15110 115
23638 22660 70
509 1283 97
509 788 130
509 4177 144
19886 8327 1
19886 30615 14
19886 25401 25
19886 19321 101
27054 4835 50
1391 19402 57
1391 1670 130
522 25761 17
522 21642 80
522 16992 89
522 5176 108
522 16180 121
1270 705 101
5150 5402 27
5150 1650 90
15983 4424 1
15983 10934 142
775 14116 4
775 26548 40
8254 12908 108
11126 128 31
11126 2306 100
11126 7598 123
14020 8971 142
17214 21868 108
12649 12901 27
12649 12675 33
12649 28307 121
11442 30034 34
11442 29453 57
26046 26059 53
26046 4560 67
1702 22357 48
495 4163 144
31953 10117 2
27284 15665 115
5461 31234 40
5461 5427 63
25017 25296 130
22978 23757 78
28765 28791 33
28765 28731 63
28765 29044 130
17120 17899 78
26373 14814 1
26373 7004 124
25149 2272 88
25149 13530 115
19880 25538 44
6541 30751 119
6830 11484 108
6604 6629 32
6604 3225 59
3078 28317 17
3078 29186 62
3078 24198 80
10246 20975 14
10246 28838 34
9054 4005 142
26220 5818 120
16524 29865 4
872 1151 130
10892 17002 41
10892 27638 114
10892 4349 140
9125 10020 29
9125 13779 108
14417 20527 41
14417 31163 114
14417 9368 142
14810 14498 52
14810 9761 142
22280 10661 115
8916 24574 121
29048 25520 123
7293 22951 121
27552 28326 97
27552 31220 144
6378 31617 17
6378 30588 119
14843 14809 63
14843 9794 142
7462 7150 52
7462 3962 90
22815 23594 78
1876 19887 57
1876 22524 92
1876 17363 126
23738 4369 124
23738 17195 140
1493 12222 14
23725 18676 142
835 523 52
10691 21420 14
24614 2778 2
24614 2048 116
6885 25477 34
6885 23355 89
13455 24184 14
13455 1836 115
14440 9391 142
27381 6979 120
3133 13862 14
3133 3159 33
3133 29610 60
3133 19603 89
3133 7787 108
11224 27970 114
11224 14892 144
7467 3967 90
7467 12121 108
7467 24213 114
25136 31304 38
7407 28055 92
13977 13412 101
28366 7964 120
31214 8995 50
31214 9728 67
31214 19595 115
2274 2526 27
9703 28295 34
9703 5722 47
28690 17692 31
28690 5813 88
13482 1863 115
19935 30664 14
14920 3922 31
14920 9871 142
27845 16916 84
16213 31871 121
16213 9670 140
355 21475 80
355 16825 89
10519 16629 41
24839 24865 33
24839 24805 63
24623 13004 115
13920 14199 130
13920 8871 142
10394 23735 4
29381 1456 61
29381 7895 67
13168 12856 52
13168 28826 121
11706 708 31
11706 87 115
13108 2110 31
13108 19276 38
2161 15502 4
2164 27403 17
2164 1599 101
6566 7340 97
23838 2002 2
23838 19857 47
23838 20310 123
15053 20568 25
15053 4055 31
15053 11525 123
26019 12998 93
11767 11793 33
11767 11455 52
24328 21127 26
24328 3926 120
11033 10721 52
11033 10999 63
11033 11812 78
25543 25795 27
25543 31653 41
25543 25556 53
556 13897 4
18315 22969 108
31450 31416 63
26781 4562 50
21424 21676 27
1078 513 101
17050 23218 38
20164 25624 15
14089 14115 33
14089 14863 97
10494 10520 33
10156 10408 27
10156 9844 52
28479 24498 47
25955 14396 1
25955 5553 120
28809 28834 32
29462 30241 78
29462 22919 140
28952 7466 67
28952 29231 130
28952 23903 142
19313 17550 129
22316 22004 52
22316 9295 93
4386 29625 17
30136 26608 123
30136 10767 124
14390 27731 4
14390 3392 31
25117 3631 67
25117 4715 120
8883 19612 14
8014 17217 132
24458 24710 27
24458 24484 33
28636 25257 59
12628 23357 14
12628 30639 57
27138 14117 93
18369 11826 140
6553 11207 108
17386 13858 123
13798 26427 72
17082 27811 14
11020 11046 33
11020 27766 114
11020 26678 121
5751 4773 70
317 343 33
317 1091 97
18302 6743 1
18302 24412 41
31437 31403 63
26399 4180 50
4945 21415 89
14882 3323 1
18625 31254 72
23084 19584 90
15109 11581 123
6927 31137 119
29449 30228 78
28939 8368 8
28939 9570 124
30943 30909 63
4782 15511 14
1540 6194 108
18044 18296 27
18044 14544 90
6228 7002 97
12581 17235 108
874 1126 27
874 4542 144
14481 10981 90
14481 30139 121
22500 281 50
8125 12779 108
28438 17509 84
28438 26675 129
20676 20642 63
2631 6299 144
30714 17693 93
23541 1322 50
23541 11922 115
23541 4172 124
23031 23283 27
23031 22719 52
23031 11412 115
23031 3662 124
16808 13308 90
2226 14855 72
19953 19966 53
19895 25553 44
9804 10056 27
9804 10578 97
9804 19007 132
18439 5418 93
13874 24603 14
13874 13562 52
13874 18528 108
25779 2902 88
9186 10081 29
9186 27778 34
9186 29841 48
28998 8596 120
29252 8850 120
23708 1872 2
19089 19055 63
19089 14040 142
17633 22287 108
1360 1612 27
1360 19952 34
1360 27837 60
1360 22008 92
23152 275 88
13061 13956 29
13061 17715 108
5423 11591 38
13514 30260 114
13514 29001 126
16590 13090 90
16590 17364 97
6113 11628 25
31969 31982 53
22331 112 50
22331 11402 84
10515 7015 90
10515 15169 108
10515 27261 114
10515 10794 130
21519 8498 93
14185 2566 115
17944 17957 53
17944 14416 123
22218 28328 41
21723 2354 124
25112 3626 67
25112 2546 116
25112 4710 120
25112 21584 123
27798 7227 8
27798 5579 50
27798 14777 93
6071 21558 126
23237 1018 50
17848 17536 52
1089 524 101
12654 1035 115
29820 23277 140
29310 8908 120
29310 9941 124
22674 108 116
23872 30040 38
2145 18615 89
2145 2919 97
2145 382 129
19253 18941 52
19253 15753 90
19253 12710 140
9615 9303 52
5958 24550 34
11906 12685 78
31511 3586 61
11396 22125 14
11396 12291 29
1757 7217 15
1757 2036 130
4760 9414 108
5173 1673 90
5173 21919 114
6517 31756 17
6517 22987 89
4898 31006 62
4898 26018 80
14029 24758 14
14029 2410 115
5584 31357 40
5584 31692 62
17447 6518 84
22720 501 50
13110 9582 123
20278 31007 14
16240 31898 121
17331 26534 132
11503 2683 100
9261 24748 126
31123 29360 129
31123 31402 130
30785 8566 50
30785 1252 117
20168 26278 41
9430 10325 29
9430 14084 108
4415 9875 15
4415 23007 34
4415 28625 119
19870 19305 101
23096 28754 44
23096 22118 70
19692 8073 115
23350 1514 2
26739 3862 88
29813 18254 1
27967 6481 67
26708 13687 93
20424 19446 70
4678 28888 119
6172 31411 17
6172 26827 48
6172 22918 114
14118 14143 32
14118 18772 108
30632 17611 93
10908 29500 34
11051 10739 52
1412 1437 32
1412 2186 97
1412 18158 114
1412 5080 144
26513 14954 1
26513 13492 93
26513 3947 116
29603 9032 8
31651 3726 61
17851 17817 63
17851 12802 142
21135 27245 41
21135 20570 101
8201 12855 108
28651 28086 101
23663 786 88
23663 10642 93
1911 1877 63
1911 6565 108
1573 18043 89
1851 27624 40
2664 19134 89
17201 21855 108
12636 28294 121
122 896 97
15537 12037 90
1218 1497 130
23316 439 88
6850 31060 119
15089 21199 41
29599 18040 1
29599 29612 53
22952 11954 31
22952 733 50
22952 19424 123
30468 8249 50
30468 30481 53
21200 20888 52
22013 177 2
17734 8914 100
14691 20859 38
16338 29679 4
16338 15360 70
6504 19133 72
6504 11158 108
22079 243 2
10263 16373 41
10263 30918 48
21049 14506 140
5055 30828 40
24611 12992 115
16645 21299 108
454 480 33
3843 4738 29
5351 26471 80
4436 22447 57
5520 5799 130
19379 6358 93
20873 14330 140
1818 22466 92
13552 13804 27
13552 13518 63
13552 14326 97
11846 17361 25
11846 848 31
13769 18423 108
116 368 27
14546 20656 41
4712 30485 40
8471 13125 108
6186 6965 78
28418 8016 120
6919 24930 57
17476 17502 33
17476 18255 78
17476 26679 132
8003 18732 14
27908 7337 8
27908 27933 32
27908 16979 84
27908 31576 144
6409 22067 121
26719 4153 116
21285 1916 124
21225 21191 63
21225 8204 93
21225 1856 124
21538 2169 124
29539 17980 1
29539 8968 8
29539 1614 61
29539 6 117
24978 3492 67
24978 14049 84
15282 4284 31
28146 7744 120
7073 27728 48
24290 3719 8
24290 3888 120
14651 30138 126
31261 31274 53
23286 12288 31
23286 14466 100
7013 3032 47
7013 3485 123
15104 4106 31
141 420 130
22256 22269 53
15434 3875 1
15434 26163 14
219 18811 34
17736 28465 14
2894 28133 17
2894 29371 60
20261 9263 31
20261 26429 38
19270 24730 15
8629 4648 47
3909 9369 15
3909 29148 17
3909 20379 89
21636 27096 15
15156 30643 126
28097 7695 120
28097 21554 140
11940 12192 27
11940 1011 84
26458 21409 142
14750 28091 4
14750 20860 41
20630 9011 115
6225 31998 40
6225 22971 114
22346 127 50
22346 22625 130
6650 12165 25
10530 16640 41
10530 14198 144
9544 4495 142
31848 12479 124
6575 11229 108
23079 19700 59
7383 18112 14
11263 11542 130
11263 14931 144
22267 28435 38
4846 25966 80
6888 17617 14
4492 5387 29
7718 18447 14
5930 31169 17
5930 27050 80
8752 25222 89
8752 13406 108
5226 30465 17
5226 30999 40
5226 25874 92
